meta_prompt,obj1,obj2,obj3,style1,style2,style3,synthetic_prompt
"In one sentence, Describe a night real rainy scene about pizza, truck and toilet.",pizza,truck,toilet,night,real,rainy,"a pizza truck is parked in a dark, rainy alley, its headlights illuminating the glossy street and a nearby toilet, creating a surreal yet cozy atmosphere."
"In one sentence, Describe a night colored real scene about cow, snowboard and giraffe.",cow,snowboard,giraffe,night,colored,real,"a snow-covered landscape is illuminated by a moonlit night, with a cow grazing in the foreground, a snowboarder carving through the powder, and a giraffe silhouetted in the background."
"In one sentence, Describe a black and white cloudy animation scene about bed, tie and spoon.",bed,tie,spoon,black and white,cloudy,animation,"a black and white animation scene depicting a bed, tie, and spoon floating in a cloudy sky."
"In one sentence, Describe a sunny morning animation scene about traffic light, motorcycle and bed.",traffic light,motorcycle,bed,sunny,morning,animation,"a sunny morning animation scene featuring a traffic light, a motorcycle, and a bed could depict a peaceful morning commute, with the sun rising and casting a warm glow over the city."
"In one sentence, Describe a night cloudy colored scene about tie, potted plant and fork.",tie,potted plant,fork,night,cloudy,colored,a night sky filled with clouds casts a muted hue over a tie draped over a potted plant and a fork perched atop it.
"In one sentence, Describe a sketch black and white morning scene about backpack, remote and potted plant.",backpack,remote,potted plant,sketch,black and white,morning,"a backpack, remote and potted plant sit in a stark, black and white morning scene."
"In one sentence, Describe a colored night cloudy scene about remote, parking meter and mouse.",remote,parking meter,mouse,colored,night,cloudy,"a remote parking meter stands in the middle of a dimly-lit, colored night sky, with a mouse scurrying in and out of its shadows."
"In one sentence, Describe a rainy colored night scene about bottle, banana and stop sign.",bottle,banana,stop sign,rainy,colored,night,"on a rainy night, a lone bottle, banana, and stop sign glisten in the dimly lit street, their colors muted by the rain."
"In one sentence, Describe a night animation rainy scene about book, orange and cow.",book,orange,cow,night,animation,rainy,"a cow is standing in a field under a rainy night sky, surrounded by a pile of orange books that are illuminated by a soft orange glow."
"In one sentence, Describe a rainy real morning scene about baseball glove, car and bus.",baseball glove,car,bus,rainy,real,morning,"on a rainy morning, a car drives by a bus stop where a young boy with a baseball glove stands, waiting to go to practice."
"In one sentence, Describe a real black and white cloudy scene about airplane, baseball glove and car.",airplane,baseball glove,car,real,black and white,cloudy,a black and white cloudy scene of an airplane flying above a baseball glove and car in the foreground.
"In one sentence, Describe a morning rainy real scene about potted plant, traffic light and sandwich.",potted plant,traffic light,sandwich,morning,rainy,real,"the potted plant is dripping with rain, the traffic light is a blur of red and yellow, and the sandwich is soggy from the morning rain."
"In one sentence, Describe a colored real morning scene about microwave, hair drier and knife.",microwave,hair drier,knife,colored,real,morning,"a bright morning sun shines through the window, illuminating the kitchen countertop which is filled with a microwave, hair drier and a sharp knife, ready to be used."
"In one sentence, Describe a sunny real morning scene about cow, banana and donut.",cow,banana,donut,sunny,real,morning,"the sun was shining brightly as a cow grazed in the field, a banana hung from a nearby tree, and a donut was left forgotten on a picnic blanket."
"In one sentence, Describe a black and white real morning scene about surfboard, chair and bird.",surfboard,chair,bird,black and white,real,morning,"a lone surfer sits on a beach chair in the early morning light, watching a seagull soar above the still water as their black and white surfboard rests in the sand."
"In one sentence, Describe a animation morning sunny scene about sink, hair drier and baseball bat.",sink,hair drier,baseball bat,animation,morning,sunny,"a bright morning sun shines through the window, illuminating a sink, hair drier, and baseball bat, creating a peaceful and serene atmosphere."
"In one sentence, Describe a night colored sketch scene about airplane, clock and boat.",airplane,clock,boat,night,colored,sketch,"a night sky is filled with the silhouette of an airplane, clock, and boat, all illuminated by a faint moonlight."
"In one sentence, Describe a real cloudy morning scene about airplane, vase and umbrella.",airplane,vase,umbrella,real,cloudy,morning,"on a cloudy morning, an airplane flies overhead, a vase of flowers sits on the windowsill, and an umbrella is opened to protect from the drizzle."
"In one sentence, Describe a black and white real rainy scene about carrot, broccoli and giraffe.",carrot,broccoli,giraffe,black and white,real,rainy,"a dark and gloomy rainy day reveals a monochromatic landscape of carrots, broccoli, and a giraffe standing in a field."
"In one sentence, Describe a rainy sketch colored scene about oven, toilet and sheep.",oven,toilet,sheep,rainy,sketch,colored,"a rainy sketch colored scene of an oven, toilet, and sheep in a soggy meadow is portrayed."
"In one sentence, Describe a rainy colored morning scene about bird, microwave and knife.",bird,microwave,knife,rainy,colored,morning,"on a rainy morning, a chirping bird perched atop a microwave hums alongside the clatter of a knife on a cutting board."
"In one sentence, Describe a sketch night cloudy scene about surfboard, skis and tv.",surfboard,skis,tv,sketch,night,cloudy,"a cloudy night at a sketch night reveals a scene of a surfboard, skis, and a television, all illuminated by the moonlight."
"In one sentence, Describe a black and white sketch morning scene about teddy bear, train and spoon.",teddy bear,train,spoon,black and white,sketch,morning,"a black and white sketch morning scene depicts a teddy bear, a toy train, and a spoon set against a peaceful backdrop of a sunrise."
"In one sentence, Describe a colored animation cloudy scene about knife, couch and bear.",knife,couch,bear,colored,animation,cloudy,"a bright and cheerful scene with a bear sitting on a couch, holding a knife while colorful clouds float by in the background."
"In one sentence, Describe a sunny morning black and white scene about potted plant, dining table and backpack.",potted plant,dining table,backpack,sunny,morning,black and white,"a black and white photograph of a sunny morning featuring a potted plant, a dining table and a backpack creates a peaceful and serene atmosphere."
"In one sentence, Describe a rainy sketch morning scene about person, orange and boat.",person,orange,boat,rainy,sketch,morning,"a person sits in a boat on a rainy morning, watching the orange sky slowly light up as the sun rises."
"In one sentence, Describe a colored night rainy scene about motorcycle, fire hydrant and fork.",motorcycle,fire hydrant,fork,colored,night,rainy,a rainy night scene of a motorcycle parked next to a red fire hydrant and a silver fork glinting in the street light.
"In one sentence, Describe a real rainy colored scene about remote, chair and cup.",remote,chair,cup,real,rainy,colored,"a remote sits on a chair in a room filled with the dull colors of a rainy day, a cup of hot tea steaming beside it."
"In one sentence, Describe a rainy colored morning scene about train, toaster and vase.",train,toaster,vase,rainy,colored,morning,"a gloomy, rainy morning casts a dreary hue over the train station, where a toaster and a vase sit on a bench, waiting for the next train to come."
