original_prompts,edited_prompts_1,edited_prompts_2,edited_prompts_3,d1,d2,d3,min,avg
"a photograph of a real - life popeye the sailor man handing change to a customer at a popeye's chicken restaurant. he is behind the counter wearing a uniform, the customer is wearing khakis and a coat. ",a photograph of a real life popeye the sailor man handing change to a customer at a popeye's chicken restaurant he is behind the counter wearing a uniform the customer is wearing khakis and a coat,a photograph of a real life popeye the sailor man handing change to a customer in a popeye's chicken restaurant he is behind the counter wearing a uniform the customer is wearing khakis and a coat,there's a photograph of a real life popeye the sailor handing change to a customer in a popeye's chicken restaurant behind the counter wearing a uniform the customer is wearing khakis and a coat,17,19,27,2,21.0
"IKEA catalogue photo of an epic cyberpunk bathroom, designed by Frank Gehry, Buckminster Fuller, Nikola Tesla, 8k, HD, realistic, cinematic",ikea catalogue photo of an epic cyberpunk bathroom designed by frank gehry buckminster fuller nikola tesla 8k hd realistic cinema,ikea catalogue photo of an epic cyberpunk bathroom designed by frank gehry buckminster fuller nikola tesla 8k hd real cinematic,ikea catalogue photo of an epic cyberpunk bathroom designed by frank gehry buckminster fuller nikola tesla 8k hd realistic cinematic bathroom,15,17,21,2,17.6666666666667
"An extreme long shot wide shot, colored black and white Russian and Japanese mix historical fantasy photographic portrait of a Royal wedding of the empress and the emperor share a tender kiss, golden hour, warm lighting, 1907 photo from the official wedding photographer for the royal wedding. n- 6",an extreme long shot wide shot colored black and white russian and japanese mix historical fantasy photographic portrait of a royal wedding of the empress and the emperor share a tender kiss golden hour warm lighting 1907 photo from the official wedding photographer for the royal wedding,an extreme long shot wide shot colored black and white russian and japanese mix historical fantasy photographic portrait of a royal wedding of the empress and the emperor share a tender kiss golden hour warm lighting 1907 photo by the official wedding photographer for the royal wedding n,an extreme long shot wide shot colored black and white russian and japanese mix historical fantasy photographic portrait of a royal wedding of the empress and the emperor share a tender kiss golden hour warm lighting 1907 photo by the official wedding photographer for the royal wedding,18,20,22,2,20.0
"detailed, intricate illustration of robot jesus shooting a gun in a cyberpunk city",details of the robot jesus shooting a gun in a cyberpunk city,details of the robot jesus shooting a gun in cyberpunk city,details of robot jesus shooting a gun in cyberpunk,37,39,43,2,39.6666666666667
"professional studio photograph of a tomato with a face that looks like emma stone, highly detailed ",a professional studio photograph of a tomato with a face that looks like emma stone,professional studio photograph of a tomato with a face that looks like emma stone,studio photograph of a tomato with a face that looks like emma stone,27,29,42,2,32.6666666666667
"pulp fiction ( 1 9 9 4 ) splash art graphic design color splash high contrasting art, fantasy, highly detailed, art by greg rutkowski ",pulp fiction 1 9 9 4 splash art graphic design color splash high contrasting art fantasy highly detailed art by greg rutkowski,pulp fiction 1 9 9 4 splash art graphic design color splash high contrast art fantasy highly detailed art by greg rutkowski ,pulp fiction 1 9 9 4 splash art graphic design color splash high contrast art fantasy highly detailed art by greg rutkowski '',15,17,19,2,17.0
a gentleman chimp who is smoking a cigar while presenting the weather report ,a gentleman chimp smoking a cigar while presenting the weather report,gentleman chimp smoking a cigar while presenting the weather report,gentleman chimp smoking a cigar while the weather report is presented,20,22,44,2,28.6666666666667
"photo of a mirror, photographer avoiding picturing their own reflection",a photo of a mirror photographer avoiding their own reflection,photo of a mirror photographer avoiding their own reflection,photo of a mirror photographer avoiding their reflection,20,22,26,2,22.6666666666667
"hawaiian!! woman wearing modern clothing [ sitting on a brightly illuminated beach ]!! under the radiant stars, back view!!, illuminated by the stars, fantasy art, digital art, 3 d modeling, light painting, golden ratio!!, illustrated by greg rutkowski, gaston bussiere, and max hay, 4 k digital art, 8 k quality, full body ",in modern clothing a woman sits on a brightly lit beach under the radiant stars back view illuminated by the stars fantasy art digital art 3 d modeling light painting golden ratio illustrated by greg rutkowski gaston bussiere and max hay 4 k digital art 8,in modern clothing a woman sits on a brightly lit beach under the radiant stars back view illuminated by the stars fantasy art digital art 3 d modeling light painting golden ratio illustrated by greg rutkowski gaston bussiere and max hay 4 k digital art,in modern clothing a woman sits on a brightly lit beach under the radiant stars back view illuminated by the stars fantasy art digital art 3 d modeling light painting golden ratio illustrated by greg rutkowski gaston bussiere and max,72,74,94,2,80.0
the man with the power to change the world ,the one with the power to change the world,the man who has the power to change the world,the man who can change the world,16,18,27,2,20.3333333333333
"sci fi landscape, alien planet, space ships flying above through the atmosphere, painting by simon stalenhag",space ships flying through the atmosphere painting by simon stalenhag,space ships flying above the atmosphere painting by simon stalenhag,space ships flying above the atmosphere painting by simon stalenhag sci fi landscape,48,50,67,2,55.0
clear photorealistic picture of adorable cats made out of sushi ,pictures of adorable cats made out of sushi,a clear picture of cute cats made of sushi,pictures of adorable cats made from sushi are clear and photorealistic,35,37,59,2,43.6666666666667
"selfie French teenagers in the 80's, flash photography",selfie french teenagers in the 80's flash photo,french teenagers in the 80s flash photography,french teens in the 80s flash photography,18,20,24,2,20.6666666666667
"a painting of a castle in the middle of a snowy mountain, a detailed matte painting by andreas rocha and greg rutkowski, featured on artstation, fantasy art, matte drawing, matte painting, artstation hq ",in a snowy mountain a castle painting by andreas rocha and greg rutkowski featured on artstation fantasy art matte drawing matte painting artstation hq,in a snowy mountain a castle painting by andreas rocha and greg rutkowski is featured on artstation fantasy art matte drawing matte painting artstation hq ,in a snowy mountain a castle painting by andreas rocha and greg rutkowski featured on artstation fantasy art matte drawing matte painting hq,61,63,72,2,65.3333333333333
a super cute chinchilla rabbit ,a cute chinchilla rabbit,cute chinchilla rabbit,a cute rabbit,19,21,30,2,23.3333333333333
"heaven and hell classical landscape paintings of brutalist concrete structures, perspective, relativity, volumetric lighting, god's ray, lithograph, insanely detailed and intricate, manga, etching, ink, crosshatch by giovanni battista piranesi, m. c. escher, gustave dore, tsutomu nihei, junji ito, kentaro miura ",heavens and hell classical landscape paintings of brutalist concrete structures perspective relativity volumetric lighting god's ray lithograph insanely detailed and intricate manga etching ink crosshatch by giovanni battista piranesi m,heavens and hell classical landscape paintings of brutalist concrete structures perspective relativity volumetric lighting god's ray lithograph insanely detailed and intricate manga etching ink crosshatch by giovanni battista piranesi,heavens and hell classical landscape paintings of brutalist concrete structures perspective relativity volumetric lighting god's ray lithograph insanely detailed and intricate manga etching ink crosshatch by giovanni battista pir,76,78,83,2,79.0
a cute chibi harpy completely covered in feathers and wearing a bodysuit made of feathers is standing in anime scenery central park new york. trending on pixiv. trending on artstation. a vibrant digital oil painting. a highly detailed drawing of a character portrait by terese nielsen and edvard picasso guay ,a cute chibi harpy covered in feathers and wearing a bodysuit made of feathers stands in anime scenery central park new york trending on pixiv trending on artstation a vibrant digital oil painting a highly detailed drawing of a character portrait,a cute chibi harpy completely covered in feathers and wearing a bodysuit made of feathers is standing in anime scenery central park new york trending on pixiv trending on artstation a vibrant digital oil painting a highly detailed drawing of a,a cute chibi harpy covered in feathers and wearing a bodysuit made of feathers stands in anime scenery central park new york trending on pixiv trending on artstation a vibrant digital oil painting a highly detailed drawing of a character,76,78,85,2,79.6666666666667
