meta_prompt,n1,obj1,obj2,chatgpt_out,synthetic_prompt
"one sentence of 7 words about donut and vase, the 7 words should be between double quotes.",7,,,"""a donut and a vase - what a strange pair!""","a real scene of bazaar with a sign written on it ""a donut and a vase - what a strange pair!"""
"one sentence of 8 words about sink and donut, the 8 words should be between double quotes.",8,,,"""the sink and donut have nothing in common.""","a real scene of manufactured home with a sign written on it ""the sink and donut have nothing in common."""
"one sentence of 7 words about bowl and toaster, the 7 words should be between double quotes.",7,,,"""breakfast is served with bowl and toaster.""","a real scene of auto showroom with a sign written on it ""breakfast is served with bowl and toaster."""
"one sentence of 8 words about motorcycle and baseball bat, the 8 words should be between double quotes.",8,,,"""motorcycle and baseball bat don't mix.""","a real scene of butchers shop with a sign written on it ""motorcycle and baseball bat don't mix."""
"one sentence of 7 words about bed and person, the 7 words should be between double quotes.",7,,,"""sleeping in bed is a person's paradise.""","a real scene of artists loft with a sign written on it ""sleeping in bed is a person's paradise."""
"one sentence of 7 words about traffic light and bear, the 7 words should be between double quotes.",7,,,"""bears don't need to obey traffic lights.""","a real scene of windmill with a sign written on it ""bears don't need to obey traffic lights."""
"one sentence of 7 words about bed and sports ball, the 7 words should be between double quotes.",7,,,"""a ""bed"" and ""sports ball"" make great playmates.""","a real scene of vineyard with a sign written on it ""a ""bed"" and ""sports ball"" make great playmates."""
"one sentence of 6 words about laptop and hair drier, the 6 words should be between double quotes.",6,,,"""laptops and hair dryers, together!""","a real scene of jacuzzi with a sign written on it ""laptops and hair dryers, together!"""
"one sentence of 8 words about skateboard and hot dog, the 8 words should be between double quotes.",8,,,"""skateboarding and hot dogs are a classic combo!""","a real scene of hangar with a sign written on it ""skateboarding and hot dogs are a classic combo!"""
"one sentence of 6 words about hair drier and surfboard, the 6 words should be between double quotes.",6,,,"""hair drier and surfboard, opposites.""","a real scene of field road with a sign written on it ""hair drier and surfboard, opposites."""
"one sentence of 6 words about mouse and pizza, the 6 words should be between double quotes.",6,,,"""mouse loves pizza, yum yum!""","a real scene of bookstore with a sign written on it ""mouse loves pizza, yum yum!"""
"one sentence of 6 words about keyboard and oven, the 6 words should be between double quotes.",6,,,"""keyboard and oven don't mix.""","a real scene of fishpond with a sign written on it ""keyboard and oven don't mix."""
"one sentence of 6 words about baseball glove and umbrella, the 6 words should be between double quotes.",6,,,"""baseball glove and umbrella: opposites.""","a real scene of volcano with a sign written on it ""baseball glove and umbrella: opposites."""
"one sentence of 8 words about sports ball and surfboard, the 8 words should be between double quotes.",8,,,"""sports ball and surfboard bring fun and excitement.""","a real scene of sushi bar with a sign written on it ""sports ball and surfboard bring fun and excitement."""
"one sentence of 7 words about motorcycle and vase, the 7 words should be between double quotes.",7,,,"""a motorcycle and vase make an unlikely pair.""","a real scene of courthouse with a sign written on it ""a motorcycle and vase make an unlikely pair."""
"one sentence of 7 words about bowl and umbrella, the 7 words should be between double quotes.",7,,,"""a bowl and umbrella make a rainy day cozy.""","a real scene of beach with a sign written on it ""a bowl and umbrella make a rainy day cozy."""
"one sentence of 7 words about train and traffic light, the 7 words should be between double quotes.",7,,,"""trains wait for no traffic light.""","a real scene of escalator with a sign written on it ""trains wait for no traffic light."""
"one sentence of 7 words about book and frisbee, the 7 words should be between double quotes.",7,,,"""book and frisbee make great friends!""","a real scene of porch with a sign written on it ""book and frisbee make great friends!"""
"one sentence of 6 words about umbrella and laptop, the 6 words should be between double quotes.",6,,,"""umbrella and laptop, two essentials.""","a real scene of field with a sign written on it ""umbrella and laptop, two essentials."""
"one sentence of 6 words about scissors and laptop, the 6 words should be between double quotes.",6,,,"""scissors cut, laptops compute.""","a real scene of bridge with a sign written on it ""scissors cut, laptops compute."""
"one sentence of 8 words about orange and teddy bear, the 8 words should be between double quotes.",8,,,"""the orange teddy bear was so cuddly!""","a real scene of iceberg with a sign written on it ""the orange teddy bear was so cuddly!"""
"one sentence of 7 words about handbag and boat, the 7 words should be between double quotes.",7,,,"""a handbag and boat are different objects.""","a real scene of ball pit with a sign written on it ""a handbag and boat are different objects."""
"one sentence of 6 words about bicycle and zebra, the 6 words should be between double quotes.",6,,,"""bicycle rides with zebra stripes.""","a real scene of ice skating rink with a sign written on it ""bicycle rides with zebra stripes."""
"one sentence of 6 words about pizza and stop sign, the 6 words should be between double quotes.",6,,,"""pizza and stop signs: opposites.""","a real scene of hotel room with a sign written on it ""pizza and stop signs: opposites."""
"one sentence of 6 words about fork and bicycle, the 6 words should be between double quotes.",6,,,"""forks make bikes more maneuverable.""","a real scene of valley with a sign written on it ""forks make bikes more maneuverable."""
"one sentence of 8 words about train and giraffe, the 8 words should be between double quotes.",8,,,"""a train and a giraffe don't mix.""","a real scene of utility room with a sign written on it ""a train and a giraffe don't mix."""
"one sentence of 7 words about knife and tv, the 7 words should be between double quotes.",7,,,"""knife and tv make an unlikely pair.""","a real scene of street with a sign written on it ""knife and tv make an unlikely pair."""
"one sentence of 8 words about frisbee and toothbrush, the 8 words should be between double quotes.",8,,,"""frisbee and toothbrush share the common purpose of hygiene.""","a real scene of courthouse with a sign written on it ""frisbee and toothbrush share the common purpose of hygiene."""
