meta_prompt,obj1,obj2,obj3,synthetic_prompt
"In one sentence, Describe a scene about persons, zebra, skateboard and bottle.",zebra,skateboard,bottle,"a group of people are skating around a park on skateboards, with a zebra trotting alongside them carrying a bottle in its mouth."
"In one sentence, Describe a scene about persons, toaster, sink and bowl.",toaster,sink,bowl,"a group of people are gathered around a kitchen counter with a toaster, sink and bowl, chatting and laughing."
"In one sentence, Describe a scene about persons, oven, banana and book.",oven,banana,book,"the scene is of two persons standing in a kitchen, one holding a banana and the other a book, while an oven is baking in the background."
"In one sentence, Describe a scene about persons, bed, oven and cow.",bed,oven,cow,"a group of people are gathered around a bed, an oven and a cow in a strange and chaotic scene."
"In one sentence, Describe a scene about persons, chair, surfboard and laptop.",chair,surfboard,laptop,"a group of people are sitting around a table on chairs, one person is standing with a surfboard, and another is typing away on a laptop."
"In one sentence, Describe a scene about persons, parking meter, bottle and fork.",parking meter,bottle,fork,"a group of people are standing around a parking meter, each holding a bottle in one hand and a fork in the other."
"In one sentence, Describe a scene about persons, orange, sink and umbrella.",orange,sink,umbrella,"persons standing under an umbrella by an orange sink, looking out at the rain."
"In one sentence, Describe a scene about persons, bear, toilet and bird.",bear,toilet,bird,a scene of a person trying to shoo away a bear from a toilet while a bird watches curiously.
"In one sentence, Describe a scene about persons, hair drier, oven and donut.",hair drier,oven,donut,"the scene is of two persons in a kitchen, one using a hair drier to make donuts in an oven."
"In one sentence, Describe a scene about persons, refrigerator, remote and traffic light.",refrigerator,remote,traffic light,"the persons are standing in front of a refrigerator, holding a remote while the traffic light outside changes colors."
"In one sentence, Describe a scene about persons, banana, baseball bat and dog.",banana,baseball bat,dog,the persons are playing catch with a banana while a dog is running around them and a baseball bat is leaning against a nearby tree.
"In one sentence, Describe a scene about persons, elephant, tennis racket and chair.",elephant,tennis racket,chair,persons are standing around an elephant with a tennis racket in its trunk and a chair beside it.
"In one sentence, Describe a scene about persons, remote, hot dog and tennis racket.",remote,hot dog,tennis racket,persons are sitting in a remote park eating hot dogs while playing tennis with a racket.
"In one sentence, Describe a scene about persons, elephant, surfboard and knife.",elephant,surfboard,knife,"persons riding an elephant with a surfboard and a knife, heading towards a distant shore."
"In one sentence, Describe a scene about persons, elephant, orange and donut.",elephant,orange,donut,"a group of people are standing around an elephant, each holding an orange and a donut, laughing and enjoying the moment."
"In one sentence, Describe a scene about persons, sink, cake and suitcase.",sink,cake,suitcase,"a group of people are gathered around a sink, admiring a freshly baked cake in a suitcase."
"In one sentence, Describe a scene about persons, bicycle, stop sign and horse.",bicycle,stop sign,horse,"a group of people on bicycles stop at a stop sign, while a horse trots by in the background."
"In one sentence, Describe a scene about persons, knife, keyboard and hair drier.",knife,keyboard,hair drier,a chaotic scene of a person frantically typing on a keyboard while holding a knife and a hair drier in the other hand.
"In one sentence, Describe a scene about persons, handbag, sandwich and bottle.",handbag,sandwich,bottle,"a group of people are sitting around a picnic table, chatting and eating sandwiches out of their handbags while drinking from a bottle."
"In one sentence, Describe a scene about persons, microwave, person and kite.",microwave,person,kite,"a person is standing in a kitchen, holding a kite, while another person watches a microwave timer counting down."
"In one sentence, Describe a scene about persons, toaster, broccoli and chair.",toaster,broccoli,chair,"the persons are sitting in the chairs, toasting some broccoli in the toaster, and enjoying each other's company."
"In one sentence, Describe a scene about persons, fire hydrant, tie and spoon.",fire hydrant,tie,spoon,"a group of people are standing around a fire hydrant, wearing ties and holding spoons."
"In one sentence, Describe a scene about persons, bus, skateboard and laptop.",bus,skateboard,laptop,"a group of people standing around a bus, some with skateboards and laptops, chatting and laughing."
"In one sentence, Describe a scene about persons, tv, scissors and laptop.",tv,scissors,laptop,the room is filled with people watching tv while cutting paper with scissors and typing away on their laptops.
"In one sentence, Describe a scene about persons, apple, skis and scissors.",apple,skis,scissors,"a group of people are gathered around a table, each holding an apple, a pair of skis, and a pair of scissors."
"In one sentence, Describe a scene about persons, orange, sandwich and airplane.",orange,sandwich,airplane,"a group of people is gathered around an orange on the ground, eating sandwiches while an airplane flies overhead."
"In one sentence, Describe a scene about persons, airplane, book and truck.",airplane,book,truck,"a group of people are standing around a truck, watching an airplane fly overhead while one person reads a book."
"In one sentence, Describe a scene about persons, oven, refrigerator and mouse.",oven,refrigerator,mouse,"a frantic mouse scurries around the kitchen, darting between the oven, refrigerator, and the feet of the persons in the room."
"In one sentence, Describe a scene about persons, giraffe, orange and bowl.",giraffe,orange,bowl,"a group of people are gathered around a bowl filled with oranges, while a giraffe curiously looks on."
"In one sentence, Describe a scene about persons, tv, baseball bat and potted plant.",tv,baseball bat,potted plant,"the persons are sitting in front of the tv, one holding a baseball bat and the other watering the potted plant."
"In one sentence, Describe a scene about persons, toilet, backpack and cat.",toilet,backpack,cat,"a group of people are gathered around a toilet, each of them holding a backpack, while a white cat sits atop the toilet lid, seemingly observing the scene."
