meta_prompt,synthetic_prompt
"In one sentence, Describe a real sketch animation scene about stop sign, ladder and willow.","a stop sign is standing in front of a ladder leaning against a willow tree, and the stop sign is animatedly flashing its red light"
"In one sentence, Describe a sketch sketch cloudy scene about bronze sculpture, tv and convenience store.","a bronze sculpture stands in the middle of a cloudy scene, with a tv playing in the background and a convenience store nearby."
"In one sentence, Describe a sunny night black and white scene about napkin, sports uniform and boat.","on a sunny night, a black and white scene of a napkin, sports uniform, and boat can be seen floating in the water."
"In one sentence, Describe a colored black and white rainy scene about lamp, rhinoceros and swimwear.","a black and white rainy scene of a lamp, rhinoceros, and swimwear provides a surreal and dreamlike atmosphere."
"In one sentence, Describe a night colored real scene about aircraft, cup and infant bed.","the night sky is illuminated by the bright lights of the aircraft overhead, while a cup of hot cocoa sits on the infant bed nearby, creating"
"In one sentence, Describe a night black and white real scene about pencil case, pig and tv.","a black and white scene of a pig holding a pencil case, watching a flickering tv in the dark of night."
"In one sentence, Describe a colored colored cloudy scene about musical instrument, nuts and teddy bear.","a vibrant, cloudy sky is illuminated by the colorful notes of a musical instrument, while a teddy bear and a handful of nuts sit nearby"
"In one sentence, Describe a black and white colored sunny scene about mop, parachute and blue jay.","a black and white sunny scene of a mop, parachute, and a blue jay soaring through the sky."
"In one sentence, Describe a animation morning cloudy scene about blue jay, candy and tv.",a blue jay sits in a tree watching a candy-colored sunrise while a distant television plays in the background on a cloudy morning.
"In one sentence, Describe a cloudy colored night scene about potato, cd and handgun.","on a cloudy night, a potato, cd and handgun lay scattered on the ground, creating a surreal and eerie scene."
"In one sentence, Describe a sunny sketch rainy scene about bull, baseball glove and human hair.","a sunny scene of a bull playing catch with a baseball glove, while the sun glints off of a nearby human's golden hair."
"In one sentence, Describe a black and white sunny cloudy scene about facial mask, human foot and binoculars.","a black and white scene of a person wearing a facial mask, standing in the sun with a pair of binoculars in hand, looking"
"In one sentence, Describe a night sunny cloudy scene about envelope, raven and baseball glove.","on a night with a mix of clouds and sun, an envelope, a raven and a baseball glove lay peacefully in the grass."
"In one sentence, Describe a sunny black and white animation scene about cabinetry, door and vent.",a black and white animation scene of a cabin with a door and vent open to a bright and sunny sky.
"In one sentence, Describe a morning sketch black and white scene about sink, rugby ball and bronze sculpture.","a black and white morning scene of a sink, rugby ball and bronze sculpture creates an interesting contrast of shapes and textures."
"In one sentence, Describe a cloudy morning animation scene about coin, fire truck and coin.","on a cloudy morning, a coin is seen flying through the air, followed by a fire truck, with the coin eventually landing on the ground"
"In one sentence, Describe a night rainy colored scene about towel, pig and human ear.","a dark and rainy night illuminated by flashes of lightning, with a towel, pig, and human ear standing out against the backdrop of the night"
"In one sentence, Describe a cloudy night morning scene about bed, towel and organ.","on a cloudy night, a bed is neatly made with a fluffy white towel draped across the end and an organ softly playing in the background."
"In one sentence, Describe a morning colored night scene about marker, tripod and shotgun.","a dark morning sky is illuminated by a tripod-mounted marker light, and the sound of a shotgun echoes in the distance."
"In one sentence, Describe a colored sunny morning scene about papaya, television and crab.","on a sunny morning, the bright colors of the papaya, the flickering of the television, and the sound of the crab scuttling"
"In one sentence, Describe a animation sketch black and white scene about life saver, ambulance and kite.",a black and white animation sketch scene depicting a life saver rescuing someone in an ambulance while a kite flies in the sky.
"In one sentence, Describe a colored night black and white scene about board eraser, sports uniform and organ.","a black and white scene of a board eraser, sports uniform, and organ creates a vivid contrast between the colors and textures of the objects"
"In one sentence, Describe a night rainy cloudy scene about bagel, tv and crosswalk sign.","the night was rainy and cloudy, and the bagel shop was lit up by the streetlamp, the tv's in the window flickering"
"In one sentence, Describe a sunny rainy sunny scene about house, bathtub and suit.","on a sunny day, a house is surrounded by a rainy mist, with a bathtub full of suds and a suit hung up to"
